<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,60,27/11/20,15:00,249.2100000,249.7100000,248.8400000,249.7000000,3708360
SBER,60,27/11/20,16:00,249.7200000,251.0600000,249.5900000,250.7400000,5313260
SBER,60,27/11/20,17:00,250.7700000,252.2600000,250.6700000,251.0200000,8463670
SBER,60,27/11/20,18:00,251.0300000,252.2200000,251.0100000,251.1800000,5657290
SBER,60,27/11/20,19:00,251.5900000,251.5900000,250.7700000,250.7700000,1262930
SBER,60,27/11/20,20:00,250.7700000,251.0500000,250.6000000,250.9800000,800530
SBER,60,27/11/20,21:00,250.9800000,251.4500000,250.9800000,251.3000000,437000
SBER,60,27/11/20,22:00,251.3000000,251.7000000,251.2500000,251.7000000,556070
SBER,60,27/11/20,23:00,251.7100000,251.7100000,251.3000000,251.5900000,565880
SBER,60,30/11/20,10:00,249.7200000,250.3700000,247.0100000,249.8700000,15327550
SBER,60,30/11/20,11:00,249.8900000,250.2700000,248.4000000,248.8900000,13250530
SBER,60,30/11/20,12:00,248.8700000,249.1300000,246.8800000,247.0700000,10321850
SBER,60,30/11/20,13:00,247.0500000,247.5000000,245.9800000,247.4500000,8288940
SBER,60,30/11/20,14:00,247.4500000,247.9800000,247.0000000,247.2900000,5007040
SBER,60,30/11/20,15:00,247.2700000,248.7700000,247.2200000,248.2500000,3775870
SBER,60,30/11/20,16:00,248.2400000,251.0000000,248.2100000,250.3400000,8999360
SBER,60,30/11/20,17:00,250.3600000,250.7900000,249.5000000,249.8500000,7893780
SBER,60,30/11/20,18:00,249.8600000,250.1200000,249.6500000,249.6500000,29035000
SBER,60,30/11/20,19:00,249.5200000,250.4700000,248.1200000,249.0400000,5953430
SBER,60,30/11/20,20:00,249.1200000,249.5000000,248.7900000,249.3600000,1494240
SBER,60,30/11/20,21:00,249.3600000,249.7900000,249.2500000,249.3500000,850870
SBER,60,30/11/20,22:00,249.3900000,249.9000000,249.3100000,249.8800000,524590
SBER,60,30/11/20,23:00,249.9000000,250.0900000,249.6200000,249.6300000,1317380
SBER,60,01/12/20,10:00,250.7100000,252.5000000,249.8000000,252.5000000,10519040
